Country Name,Country Code,Time,Time Code,"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC]
Austria,AUT,1990,YR1990,19473.0819594859,7.59010660536478
Austria,AUT,1991,YR1991,20617.5829787127,8.04952642145454
Austria,AUT,1992,YR1992,21293.2648588333,7.35494711001263
Austria,AUT,1993,YR1993,21732.8710942007,7.3117484709953
Austria,AUT,1994,YR1994,22642.8477256733,7.34467405852584
Austria,AUT,1995,YR1995,23698.109130502,7.69806994672305
Austria,AUT,1996,YR1996,24560.6240085942,8.15463768955387
Austria,AUT,1997,YR1997,25426.662812476,8.06021203957158
Austria,AUT,1998,YR1998,26675.6502354234,8.10766086454086
Austria,AUT,1999,YR1999,27606.4830303088,7.88945743440831
Austria,AUT,2000,YR2000,29381.6848770115,7.93085896065763
Austria,AUT,2001,YR2001,29708.49357024,8.44465626905163
Austria,AUT,2002,YR2002,31178.6933297272,8.58383681081203
Austria,AUT,2003,YR2003,32145.8705108106,9.16931675643542
Austria,AUT,2004,YR2004,33774.0180945488,9.27587070234996
Austria,AUT,2005,YR2005,35013.7140443423,9.2664055123168
Austria,AUT,2006,YR2006,37659.732973109,8.962101510998
Austria,AUT,2007,YR2007,39435.60573762,8.58876639792215
Austria,AUT,2008,YR2008,41316.225176699,8.50023841866895
Austria,AUT,2009,YR2009,40918.5200993586,7.72122810060212
Austria,AUT,2010,YR2010,42007.2937461255,8.36562481018494
Austria,AUT,2011,YR2011,44452.7327457999,8.13618977833065
Austria,AUT,2012,YR2012,46457.3457770311,7.72385166247508
Austria,AUT,2013,YR2013,47922.0491207455,7.754017978913
Austria,AUT,2014,YR2014,48799.7154676985,7.26093085754911
Austria,AUT,2015,YR2015,49865.9039424185,7.3188595368183
Austria,AUT,2016,YR2016,52684.0171130768,7.29077721621103
Austria,AUT,2017,YR2017,54172.9867888254,7.48703675539348
Austria,AUT,2018,YR2018,56937.944282984,7.14114021108032
Austria,AUT,2019,YR2019,59700.8636302637,7.26333120118199
Austria,AUT,2020,YR2020,57235.5458694937,6.63264573733546
Austria,AUT,2021,YR2021,59828.8828123844,..
Austria,AUT,2022,YR2022,67874.9048844099,..
Bangladesh,BGD,1990,YR1990,979.948003398134,0.107550001259477
Bangladesh,BGD,1991,YR1991,1028.28858968046,0.0991438944178252
Bangladesh,BGD,1992,YR1992,1088.74013680047,0.106257361795861
Bangladesh,BGD,1993,YR1993,1144.9708324815,0.110814122217897
Bangladesh,BGD,1994,YR1994,1191.835185165,0.117142782239011
Bangladesh,BGD,1995,YR1995,1255.4876300849,0.140538338424538
Bangladesh,BGD,1996,YR1996,1313.07393808981,0.140354851446402
Bangladesh,BGD,1997,YR1997,1370.95971758003,0.15544919958768
Bangladesh,BGD,1998,YR1998,1431.06189688341,0.154800378681316
Bangladesh,BGD,1999,YR1999,1490.19028013653,0.158617237321082
Bangladesh,BGD,2000,YR2000,1574.3315699744,0.160122047170439
Bangladesh,BGD,2001,YR2001,1659.71135589897,0.194686760625867
Bangladesh,BGD,2002,YR2002,1717.97006163024,0.20340118824964
Bangladesh,BGD,2003,YR2003,1803.13815309616,0.2097371984069
Bangladesh,BGD,2004,YR2004,1916.45203801677,0.21995504350196
Bangladesh,BGD,2005,YR2005,2074.01158534209,0.232135396844242
Bangladesh,BGD,2006,YR2006,2253.20981719788,0.251721897657564
Bangladesh,BGD,2007,YR2007,2451.5422131243,0.263586594582306
Bangladesh,BGD,2008,YR2008,2625.40635930662,0.285933318249804
Bangladesh,BGD,2009,YR2009,2751.21787760065,0.305030148225566
Bangladesh,BGD,2010,YR2010,2906.05192045574,0.340233253415489
Bangladesh,BGD,2011,YR2011,3119.92997299708,0.361557397209346
Bangladesh,BGD,2012,YR2012,3493.9228210851,0.387829234655971
Bangladesh,BGD,2013,YR2013,3734.72565106496,0.408788178786231
Bangladesh,BGD,2014,YR2014,3997.28670060872,0.42518945677671
Bangladesh,BGD,2015,YR2015,4216.71973918632,0.46351707533422
Bangladesh,BGD,2016,YR2016,4558.56389477538,0.50773927054082
Bangladesh,BGD,2017,YR2017,4830.77629051855,0.541787825904309
Bangladesh,BGD,2018,YR2018,5247.69469583125,0.586157624560863
Bangladesh,BGD,2019,YR2019,5699.07813423519,0.559733655592985
Bangladesh,BGD,2020,YR2020,5904.56736266229,0.510647559277094
Bangladesh,BGD,2021,YR2021,6522.55582642865,..
Bangladesh,BGD,2022,YR2022,7397.54573714685,..
Belgium,BEL,1990,YR1990,18688.6467366551,10.9670355667222
Belgium,BEL,1991,YR1991,19601.8239024872,11.3909000422411
Belgium,BEL,1992,YR1992,20272.9885926744,11.182432371895
Belgium,BEL,1993,YR1993,20473.7868382439,10.918595167324
Belgium,BEL,1994,YR1994,21519.3380677459,11.3588285344927
Belgium,BEL,1995,YR1995,22447.4638004465,11.3022428848678
Belgium,BEL,1996,YR1996,22744.6996622345,11.7606250966732
Belgium,BEL,1997,YR1997,23732.2210706898,11.4558386523456
Belgium,BEL,1998,YR1998,24369.4867183382,11.7036858150067
Belgium,BEL,1999,YR1999,25440.8411888638,11.2956940254453
Belgium,BEL,2000,YR2000,27789.9435461287,11.4400292647238
Belgium,BEL,2001,YR2001,28793.6110538361,11.504301239383
Belgium,BEL,2002,YR2002,30282.2886450283,10.7280079862302
Belgium,BEL,2003,YR2003,30934.4414026198,11.1315169148275
Belgium,BEL,2004,YR2004,32063.2607941715,10.8770089098723
Belgium,BEL,2005,YR2005,33177.8909458158,10.5892027545238
Belgium,BEL,2006,YR2006,35256.9283814906,10.2466752332537
Belgium,BEL,2007,YR2007,36795.8471504369,9.77872516634198
Belgium,BEL,2008,YR2008,37883.3319417819,9.96411475547137
Belgium,BEL,2009,YR2009,37749.9091897753,9.25341219597882
Belgium,BEL,2010,YR2010,39838.040511042,9.80881615729526
Belgium,BEL,2011,YR2011,40942.372710454,8.74124771793825
Belgium,BEL,2012,YR2012,42290.7620520019,8.57803036878231
Belgium,BEL,2013,YR2013,43671.11959259,8.65194718679944
Belgium,BEL,2014,YR2014,44929.685593416,8.06155236787537
Belgium,BEL,2015,YR2015,46200.904454307,8.43483650630165
Belgium,BEL,2016,YR2016,48597.3999826201,8.3106603919614
Belgium,BEL,2017,YR2017,50442.2705419624,8.13943859065518
Belgium,BEL,2018,YR2018,52530.5620821347,8.18436667928584
Belgium,BEL,2019,YR2019,55804.8305813929,8.09379074556662
Belgium,BEL,2020,YR2020,54679.1418047701,7.39813065774681
Belgium,BEL,2021,YR2021,59508.6738695093,..
Belgium,BEL,2022,YR2022,65478.4469522084,..
Brazil,BRA,1990,YR1990,6617.94470340613,1.31313162278407
Brazil,BRA,1991,YR1991,6793.80794114951,1.34002976265688
Brazil,BRA,1992,YR1992,6797.15394123758,1.33331845207455
Brazil,BRA,1993,YR1993,7183.8958657829,1.35861090138514
Brazil,BRA,1994,YR1994,7644.2186022331,1.38213969207396
Brazil,BRA,1995,YR1995,8008.05893035068,1.47560355931892
Brazil,BRA,1996,YR1996,8208.219592588,1.58045439982994
Brazil,BRA,1997,YR1997,8504.68147854479,1.66918123176385
Brazil,BRA,1998,YR1998,8503.69788718713,1.69894488419783
Brazil,BRA,1999,YR1999,8541.7107251543,1.73476944842688
Brazil,BRA,2000,YR2000,8994.74306173275,1.7835001158786
Brazil,BRA,2001,YR2001,9202.87648388982,1.79211227785649
Brazil,BRA,2002,YR2002,9510.82388258312,1.76065124423135
Brazil,BRA,2003,YR2003,9693.55548229648,1.70185253648103
Brazil,BRA,2004,YR2004,10407.8393520952,1.77844124428615
Brazil,BRA,2005,YR2005,10954.8602631484,1.77566292246976
Brazil,BRA,2006,YR2006,11614.4985380566,1.77747795657257
Brazil,BRA,2007,YR2007,12522.5159385831,1.847975735626
Brazil,BRA,2008,YR2008,13281.0743858475,1.93921527398251
Brazil,BRA,2009,YR2009,13222.7488780015,1.79932814185315
Brazil,BRA,2010,YR2010,14254.5197697447,2.02660566892286
Brazil,BRA,2011,YR2011,14989.1577837574,2.11062775987293
Brazil,BRA,2012,YR2012,14994.3434693981,2.2714176835721
Brazil,BRA,2013,YR2013,15535.723765174,2.4134465369818
Brazil,BRA,2014,YR2014,15664.8017411414,2.51459195963426
Brazil,BRA,2015,YR2015,14692.6323066956,2.36536062099671
Brazil,BRA,2016,YR2016,14208.1611051807,2.16125984748939
Brazil,BRA,2017,YR2017,14477.8617680601,2.18548661863967
Brazil,BRA,2018,YR2018,14971.0546665932,2.06426147881772
Brazil,BRA,2019,YR2019,15307.9412354827,2.05077012882977
Brazil,BRA,2020,YR2020,14900.104216322,1.94252335631484
Brazil,BRA,2021,YR2021,16260.0987486322,..
Brazil,BRA,2022,YR2022,17827.6410509892,..
Bulgaria,BGR,1990,YR1990,7551.09645087036,8.44267722714858
Bulgaria,BGR,1991,YR1991,7218.31271832827,6.8146430753002
Bulgaria,BGR,1992,YR1992,6919.81599636873,6.48279119698404
Bulgaria,BGR,1993,YR1993,7034.87467814325,6.60093648570349
Bulgaria,BGR,1994,YR1994,7340.6103887074,6.36269568244127
Bulgaria,BGR,1995,YR1995,7743.44322933175,6.52895105404228
Bulgaria,BGR,1996,YR1996,6848.99369971199,6.61280050547506
Bulgaria,BGR,1997,YR1997,5750.51171536098,6.37562156613733
Bulgaria,BGR,1998,YR1998,6177.94084712058,6.11345625283252
Bulgaria,BGR,1999,YR1999,5807.79182219793,5.39812808380946
Bulgaria,BGR,2000,YR2000,6422.83277066238,5.31458823633089
Bulgaria,BGR,2001,YR2001,6960.08330374242,5.76661020618688
Bulgaria,BGR,2002,YR2002,7786.4484224601,5.56322627543316
Bulgaria,BGR,2003,YR2003,8417.38546012655,6.16479538416841
Bulgaria,BGR,2004,YR2004,9201.56567500039,6.12499125291893
Bulgaria,BGR,2005,YR2005,10291.4238650414,6.26527946570375
Bulgaria,BGR,2006,YR2006,11406.4566174326,6.44055496747674
Bulgaria,BGR,2007,YR2007,12820.7483058601,6.97101972105159
Bulgaria,BGR,2008,YR2008,14346.8298321874,6.67853087882768
Bulgaria,BGR,2009,YR2009,14181.8878737662,5.76373544669494
Bulgaria,BGR,2010,YR2010,14958.2722802756,6.04962491881996
Bulgaria,BGR,2011,YR2011,15747.3923747037,6.75495160259586
Bulgaria,BGR,2012,YR2012,16327.1287624967,6.16257736225904
Bulgaria,BGR,2013,YR2013,16649.2524877461,5.45906018005221
Bulgaria,BGR,2014,YR2014,17616.3879467033,5.82153390574504
Bulgaria,BGR,2015,YR2015,18386.1125327046,6.2073775238782
Bulgaria,BGR,2016,YR2016,20065.4793414331,5.83441898521035
Bulgaria,BGR,2017,YR2017,21458.0493617274,6.20201084038645
Bulgaria,BGR,2018,YR2018,23006.0810607692,5.82177716644055
Bulgaria,BGR,2019,YR2019,25158.9222661578,5.61371010274005
Bulgaria,BGR,2020,YR2020,25096.7049131156,4.92328037940501
Bulgaria,BGR,2021,YR2021,27975.1743033861,..
Bulgaria,BGR,2022,YR2022,33845.5763515178,..
Canada,CAN,1990,YR1990,20229.7558681625,15.1489693200763
Canada,CAN,1991,YR1991,20224.6873311056,14.7409640402006
Canada,CAN,1992,YR1992,20626.2020585898,15.0281390353281
Canada,CAN,1993,YR1993,21440.0469855991,14.713309128149
Canada,CAN,1994,YR1994,22632.8340863081,15.0605039615818
Canada,CAN,1995,YR1995,23485.6419280396,15.290466338986
Canada,CAN,1996,YR1996,24050.1750062174,15.5926140091235
Canada,CAN,1997,YR1997,25258.8605604948,15.9438483608679
Canada,CAN,1998,YR1998,26319.6741635105,16.0765716714674
Canada,CAN,1999,YR1999,27841.3533496575,16.2584734079999
Canada,CAN,2000,YR2000,29362.0841609786,16.7574667443141
Canada,CAN,2001,YR2001,30230.8029655917,16.3314367841399
Canada,CAN,2002,YR2002,30963.0530022941,16.7204106851899
Canada,CAN,2003,YR2003,32349.9436608677,17.2083591886595
Canada,CAN,2004,YR2004,33925.7067319515,16.7941859676954
Canada,CAN,2005,YR2005,36327.2286544972,17.0275680997804
Canada,CAN,2006,YR2006,38119.4131958397,16.5952139152245
Canada,CAN,2007,YR2007,39575.3097484091,17.3806307727274
Canada,CAN,2008,YR2008,40376.3068799056,16.5594262937317
Canada,CAN,2009,YR2009,38865.4134577266,15.5045058721079
Canada,CAN,2010,YR2010,40099.4482394377,15.7945376619227
Canada,CAN,2011,YR2011,41666.7076267956,15.9982717192369
Canada,CAN,2012,YR2012,42290.9654102745,15.7368239449526
Canada,CAN,2013,YR2013,44298.5787342765,15.8408097562138
Canada,CAN,2014,YR2014,45753.7505547994,15.8521772244521
Canada,CAN,2015,YR2015,44670.0805385838,15.6499072848632
Canada,CAN,2016,YR2016,46472.3402486315,15.4218225254765
Canada,CAN,2017,YR2017,48317.1745835151,15.5471947150649
Canada,CAN,2018,YR2018,49992.7622757708,15.6366541621759
Canada,CAN,2019,YR2019,49832.4053770764,15.0527469447143
Canada,CAN,2020,YR2020,47226.3651403334,13.5993749178773
Canada,CAN,2021,YR2021,53023.4205562458,..
Canada,CAN,2022,YR2022,58347.6696097595,..
Chile,CHL,1990,YR1990,4437.05552988861,2.28838357690416
Chile,CHL,1991,YR1991,4872.13995596488,2.15628363040847
Chile,CHL,1992,YR1992,5533.63295958183,2.20187534777403
Chile,CHL,1993,YR1993,6026.75035110841,2.31920308526997
Chile,CHL,1994,YR1994,6473.88719038979,2.5211189842227
Chile,CHL,1995,YR1995,7250.18915171027,2.70323586461236
Chile,CHL,1996,YR1996,7959.48618225981,3.07183142698739
Chile,CHL,1997,YR1997,8581.43503606214,3.46304268895016
Chile,CHL,1998,YR1998,8927.83631489701,3.46833332199754
Chile,CHL,1999,YR1999,8921.98438372254,3.58650695388435
Chile,CHL,2000,YR2000,9468.31879907546,3.28459876265967
Chile,CHL,2001,YR2001,9876.22627820737,3.11937442838427
Chile,CHL,2002,YR2002,10239.3851519995,3.12998963284203
Chile,CHL,2003,YR2003,10820.670884022,3.16541052235459
Chile,CHL,2004,YR2004,11735.1767911692,3.43190265230929
Chile,CHL,2005,YR2005,12685.0279639491,3.46014367204439
Chile,CHL,2006,YR2006,15676.5834282108,3.49859730051134
Chile,CHL,2007,YR2007,16875.7145632511,3.91463436960953
Chile,CHL,2008,YR2008,16550.4489137323,4.0807703429627
Chile,CHL,2009,YR2009,16118.3767465,3.88812820095611
Chile,CHL,2010,YR2010,18104.7245957743,4.10188399757659
Chile,CHL,2011,YR2011,20330.5245988853,4.45280082368416
Chile,CHL,2012,YR2012,21584.6812672625,4.52160278209186
Chile,CHL,2013,YR2013,22425.5894158104,4.74008312428523
Chile,CHL,2014,YR2014,22779.4276703281,4.3285934591455
Chile,CHL,2015,YR2015,22691.4866244485,4.60323610513279
Chile,CHL,2016,YR2016,23492.2878567238,4.78352570264377
Chile,CHL,2017,YR2017,24546.9124213942,4.74380241866313
Chile,CHL,2018,YR2018,25564.5367168945,4.62965705867727
Chile,CHL,2019,YR2019,25600.1927037347,4.82762007480769
Chile,CHL,2020,YR2020,24941.2350877682,4.39515106359663
Chile,CHL,2021,YR2021,28337.0732114489,..
Chile,CHL,2022,YR2022,30208.8055307995,..
China,CHN,1990,YR1990,981.419207420534,1.91454626338438
China,CHN,1991,YR1991,1093.56622897686,2.00054328368585
China,CHN,1992,YR1992,1262.02548339564,2.07574040533233
China,CHN,1993,YR1993,1454.4915919855,2.24484207935915
China,CHN,1994,YR1994,1660.34687963985,2.32218922921378
China,CHN,1995,YR1995,1860.52506258639,2.5634787588548
China,CHN,1996,YR1996,2060.86809986211,2.52187187384502
China,CHN,1997,YR1997,2266.72883825823,2.54790366441071
China,CHN,1998,YR1998,2448.48229050966,2.60583573214379
China,CHN,1999,YR1999,2650.17868573754,2.51742076336975
China,CHN,2000,YR2000,2917.24252978556,2.65040910152893
China,CHN,2001,YR2001,3208.22995654432,2.77476219679994
China,CHN,2002,YR2002,3532.08165141829,2.96482122774133
China,CHN,2003,YR2003,3938.73027454873,3.43403647935424
China,CHN,2004,YR2004,4427.13100327793,3.94515487143877
China,CHN,2005,YR2005,5056.40472418203,4.46769636118185
China,CHN,2006,YR2006,5842.77863600308,4.91027619715946
China,CHN,2007,YR2007,6818.92340935134,5.30636800631315
China,CHN,2008,YR2008,7581.45351262692,5.43507909606652
China,CHN,2009,YR2009,8305.76018511512,5.79831993750282
China,CHN,2010,YR2010,9254.77960352629,6.33541976743751
China,CHN,2011,YR2011,10292.940478173,6.90134732553428
China,CHN,2012,YR2012,11168.6972979983,7.04520023039603
China,CHN,2013,YR2013,11872.4973811817,7.32015492503154
China,CHN,2014,YR2014,12480.3385303005,7.30471287157582
China,CHN,2015,YR2015,12897.502286878,7.14513153508327
China,CHN,2016,YR2016,13483.3772664595,7.10547993572515
China,CHN,2017,YR2017,14243.5326108491,7.22616015441748
China,CHN,2018,YR2018,15497.8257403082,7.53319313353674
China,CHN,2019,YR2019,16655.3993636127,7.64543578560038
China,CHN,2020,YR2020,17209.4429541562,7.75613790659769
China,CHN,2021,YR2021,19484.4861576535,..
China,CHN,2022,YR2022,21482.5621847397,..
Colombia,COL,1990,YR1990,5083.67049407966,1.5141806977389
Colombia,COL,1991,YR1991,5252.63702304741,1.53575786078575
Colombia,COL,1992,YR1992,5479.89158535851,1.56749871438611
Colombia,COL,1993,YR1993,5796.49051326257,1.6368722741919
Colombia,COL,1994,YR1994,6143.69327665406,1.62951547792505
Colombia,COL,1995,YR1995,6475.07925219187,1.66925580776101
Colombia,COL,1996,YR1996,6607.49917795626,1.61750308939533
Colombia,COL,1997,YR1997,6829.08507787015,1.73863278682212
Colombia,COL,1998,YR1998,6825.87076802027,1.71491382104359
Colombia,COL,1999,YR1999,6520.96454507111,1.44932103595713
Colombia,COL,2000,YR2000,6753.46479386828,1.50440639819294
Colombia,COL,2001,YR2001,6911.72749433127,1.49577004295535
Colombia,COL,2002,YR2002,7085.6208098397,1.41822635805315
Colombia,COL,2003,YR2003,7398.18350233824,1.38137348068341
Colombia,COL,2004,YR2004,7888.45008375475,1.35921378531275
Colombia,COL,2005,YR2005,8412.99682930896,1.37815501028636
Colombia,COL,2006,YR2006,9135.67897534929,1.36051065966753
Colombia,COL,2007,YR2007,9891.37577029778,1.3787719381779
Colombia,COL,2008,YR2008,10291.1999875576,1.37618781817215
Colombia,COL,2009,YR2009,10357.3340858966,1.41424194119423
Colombia,COL,2010,YR2010,10830.1951175574,1.43131795380357
Colombia,COL,2011,YR2011,11694.7266079337,1.53989837625496
Colombia,COL,2012,YR2012,12095.6484973702,1.53384649831834
Colombia,COL,2013,YR2013,12798.6631873849,1.68098788159418
Colombia,COL,2014,YR2014,13390.0319482201,1.71582096359122
Colombia,COL,2015,YR2015,13378.6751471778,1.71939023077553
Colombia,COL,2016,YR2016,13971.3395877313,1.75379580314977
Colombia,COL,2017,YR2017,14334.9146083622,1.56507517599547
Colombia,COL,2018,YR2018,15161.3179744309,1.61039151744768
Colombia,COL,2019,YR2019,15872.3089831645,1.57782014077396
Colombia,COL,2020,YR2020,15103.0738208886,1.55225942282078
Colombia,COL,2021,YR2021,17105.0024667059,..
Colombia,COL,2022,YR2022,20268.6823900174,..
Croatia,HRV,1990,YR1990,..,4.25786751198568
Croatia,HRV,1991,YR1991,..,3.14455764976151
Croatia,HRV,1992,YR1992,..,3.28492086005169
Croatia,HRV,1993,YR1993,..,3.37716008149614
Croatia,HRV,1994,YR1994,..,3.19538334282024
Croatia,HRV,1995,YR1995,8054.47457455107,3.34476183055088
Croatia,HRV,1996,YR1996,8804.35435702307,3.34739418537723
Croatia,HRV,1997,YR1997,9534.26630689294,3.76403552874141
Croatia,HRV,1998,YR1998,9887.48103114522,4.08802915182359
Croatia,HRV,1999,YR1999,9939.94950891428,4.10264865220626
Croatia,HRV,2000,YR2000,10669.4317520841,4.0360745536
Croatia,HRV,2001,YR2001,11650.4336764595,4.46455774690079
Croatia,HRV,2002,YR2002,12774.8264662411,4.7131287576932
Croatia,HRV,2003,YR2003,13697.308642101,5.02112399988939
Croatia,HRV,2004,YR2004,14694.4506998241,4.90003716953956
Croatia,HRV,2005,YR2005,15455.1206240928,4.97547066281993
Croatia,HRV,2006,YR2006,17636.4773292107,5.00985929769698
Croatia,HRV,2007,YR2007,19575.5935960656,5.30646136841834
Croatia,HRV,2008,YR2008,21032.7514174657,5.04124992313859
Croatia,HRV,2009,YR2009,20274.4269438832,4.71661934771151
Croatia,HRV,2010,YR2010,20091.2363233899,4.52977084699612
Croatia,HRV,2011,YR2011,21139.9671117447,4.4450549476221
Croatia,HRV,2012,YR2012,21509.7327594987,4.07797621028232
Croatia,HRV,2013,YR2013,22182.3004425665,3.99714358826503
Croatia,HRV,2014,YR2014,22409.2640184121,3.83079514409838
Croatia,HRV,2015,YR2015,23391.2693041792,3.94953949039919
Croatia,HRV,2016,YR2016,25318.8022870201,4.04297771940008
Croatia,HRV,2017,YR2017,27267.509922792,4.22057683649365
Croatia,HRV,2018,YR2018,28980.6457398275,4.02006632837905
Croatia,HRV,2019,YR2019,31660.4684090677,4.06451947763153
Croatia,HRV,2020,YR2020,29690.5851474465,3.86070539173057
Croatia,HRV,2021,YR2021,35155.6271823045,..
Croatia,HRV,2022,YR2022,40240.0118371846,..
Afghanistan,AFG,1990,YR1990,..,0.191389344873899
Afghanistan,AFG,1991,YR1991,..,0.180673785712218
Afghanistan,AFG,1992,YR1992,..,0.126516979194494
Afghanistan,AFG,1993,YR1993,..,0.109105697327004
Afghanistan,AFG,1994,YR1994,..,0.0966377461048794
Afghanistan,AFG,1995,YR1995,..,0.0887811567538702
Afghanistan,AFG,1996,YR1996,..,0.0822665176792927
Afghanistan,AFG,1997,YR1997,..,0.0755586978539722
Afghanistan,AFG,1998,YR1998,..,0.0712697016384245
Afghanistan,AFG,1999,YR1999,..,0.0582468417051747
Afghanistan,AFG,2000,YR2000,..,0.0551666066110075
Afghanistan,AFG,2001,YR2001,..,0.0552927191691124
Afghanistan,AFG,2002,YR2002,943.116264973779,0.0668101379335566
Afghanistan,AFG,2003,YR2003,970.645114676507,0.0730049683971786
Afghanistan,AFG,2004,YR2004,971.811023482828,0.0548667587320485
Afghanistan,AFG,2005,YR2005,1075.67137317936,0.0803611343666108
Afghanistan,AFG,2006,YR2006,1120.89312847686,0.0897569086344725
Afghanistan,AFG,2007,YR2007,1287.06440027539,0.109940042004685
Afghanistan,AFG,2008,YR2008,1336.21033898238,0.165573354936329
Afghanistan,AFG,2009,YR2009,1575.31677908966,0.239506900543419
Afghanistan,AFG,2010,YR2010,1771.19798501195,0.304230215945755
Afghanistan,AFG,2011,YR2011,1749.93699491677,0.408965290862913
Afghanistan,AFG,2012,YR2012,1958.44762747924,0.335061035441608
Afghanistan,AFG,2013,YR2013,2062.05917625276,0.29808781267706
Afghanistan,AFG,2014,YR2014,2110.82956797747,0.283692395910162
Afghanistan,AFG,2015,YR2015,2128.12593822669,0.297971774718822
Afghanistan,AFG,2016,YR2016,2023.83465629732,0.268358772656602
Afghanistan,AFG,2017,YR2017,2096.09311055337,0.281195815732375
Afghanistan,AFG,2018,YR2018,2110.23938365518,0.299082634225993
Afghanistan,AFG,2019,YR2019,2168.13376468688,0.297563650500103
Afghanistan,AFG,2020,YR2020,2078.59508637203,0.223478872007068
Afghanistan,AFG,2021,YR2021,1673.14418861155,..
Afghanistan,AFG,2022,YR2022,..,..
